index,precipitation,temp_mean,temp_highest,temp_lowest,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,wind_mean,wind_max,rental,year,month,day
0,-4.4401563850346975,-1.3,3.8,-5.1,34.0,17.0,39.1,8.3,86.5,1.4,3.8,4950,2018,1,1
1,-3.552492452906943,-1.8,1.8,-4.3,36.0,22.0,42.0,7.9,82.3,1.8,4.9,7136,2018,1,2
2,-4.954678409851123,-4.7,-0.4,-7.1,31.0,19.0,42.3,8.6,88.7,2.2,3.5,7156,2018,1,3
3,0.3076311095346025,-4.7,-0.7,-8.7,39.0,24.0,43.0,6.2,63.9,1.4,3.5,7102,2018,1,4
4,-4.067014477723369,-3.0,1.6,-5.6,51.0,35.0,48.4,8.2,84.5,1.7,3.6,7705,2018,1,5
5,-5.3825918575698,-2.8,2.9,-6.8,38.0,27.0,45.8,8.8,90.7,1.5,3.1,5681,2018,1,6
6,7.083556214280898,-0.8,2.8,-5.7,47.0,36.0,42.1,3.1,32.0,0.8,2.5,5220,2018,1,7
7,0.9,1.3,4.0,-1.2,49.0,37.0,51.9,0.5,5.2,1.8,7.1,6309,2018,1,8
8,0.5,-4.2,-1.2,-6.1,37.0,19.0,59.4,8.4,86.6,2.9,6.1,5988,2018,1,9
9,0.3,-7.5,-4.8,-10.3,27.0,13.0,52.0,8.8,89.8,3.0,6.1,4476,2018,1,10
10,-5.02536846860367,-11.1,-7.4,-13.6,30.0,22.0,49.8,8.7,88.8,2.8,4.9,4337,2018,1,11
11,0.0,-10.2,-5.4,-15.3,21.0,14.0,35.4,8.8,89.8,1.7,3.6,4401,2018,1,12
12,0.4,-4.4,-1.2,-6.6,48.0,37.0,67.3,0.9,9.2,0.8,1.7,3756,2018,1,13
13,1.7187195994522266,0.6,5.4,-4.4,64.0,50.0,64.1,5.6,57.1,1.2,2.8,4675,2018,1,14
14,0.2,4.7,7.7,1.8,63.0,45.0,63.9,6.5,65.7,1.4,3.3,6993,2018,1,15
15,0.0,3.5,6.8,0.1,97.0,74.0,59.1,0.5,5.1,0.7,2.2,7421,2018,1,16
16,3.5258845003981296,4.5,8.7,2.4,99.0,78.0,64.1,4.8,48.5,1.2,3.7,6990,2018,1,17
17,0.0,2.1,4.5,0.3,80.0,56.0,59.6,0.1888387083369878,0.0,1.9,3.8,7054,2018,1,18
18,-4.882101803496884,1.0,5.5,-2.5,51.0,28.0,43.0,8.7,87.9,1.6,3.7,8329,2018,1,19
19,2.5356934728274325,2.2,6.9,-1.0,86.0,56.0,57.6,5.3,53.0,1.6,3.6,6148,2018,1,20
20,-3.6690515190933937,0.4,5.5,-3.7,52.0,33.0,36.6,8.2,82.0,1.0,3.2,5574,2018,1,21
21,3.3,0.2,4.0,-5.3,38.0,21.0,56.5,0.7,7.0,1.5,5.1,4929,2018,1,22
22,-5.451395368720654,-11.7,-5.3,-14.6,21.0,12.0,42.0,9.1,90.1,3.7,5.4,4263,2018,1,23
23,-5.023481921001977,-14.2,-10.7,-16.3,26.0,10.0,31.6,8.9,88.1,3.4,7.2,3370,2018,1,24
24,-3.755660096191143,-14.0,-9.5,-16.4,22.0,12.0,32.6,8.3,82.2,2.8,4.8,3307,2018,1,25
25,13.771969967930882,-14.8,-10.7,-17.8,28.0,18.0,34.9,0.1888387083369878,0.0,2.6,4.6,3116,2018,1,26
26,-5.094171979754524,-9.9,-3.5,-15.9,37.0,26.0,37.4,9.0,88.2,1.4,3.4,2833,2018,1,27
27,-2.1465334007593775,-6.3,-1.2,-9.3,26.0,17.0,36.0,7.6,74.5,2.6,5.6,3028,2018,1,28
28,-4.896133774240383,-8.5,-4.7,-11.6,39.0,16.0,35.0,8.9,87.3,2.7,6.2,4425,2018,1,29
29,2.9,-5.3,-0.8,-11.4,36.0,20.0,62.0,5.6,54.4,1.3,3.8,3591,2018,1,30
30,0.0,-2.6,0.0,-5.2,35.0,18.0,54.5,1.8,17.5,1.6,3.4,4104,2018,1,31
31,-4.766963693148352,-4.0,1.2,-8.8,34.0,21.0,44.1,9.1,88.3,1.6,3.9,5821,2018,2,1
32,-4.0136638931539395,-2.4,3.8,-7.6,48.0,32.0,51.1,8.8,84.6,1.6,3.6,6557,2018,2,2
33,0.5,-7.3,-2.1,-10.4,31.0,19.0,47.0,9.1,87.5,3.8,5.7,3499,2018,2,3
34,-4.639615546386761,-9.5,-5.2,-12.8,27.0,20.0,40.9,9.1,87.5,3.1,5.6,2642,2018,2,4
35,-4.924262328998648,-9.4,-5.1,-11.8,23.0,14.0,37.8,9.3,88.6,3.0,5.6,4213,2018,2,5
36,-4.29831067576583,-10.1,-5.8,-12.8,27.0,17.0,36.5,9.0,85.7,3.1,4.9,4257,2018,2,6
37,-4.7103056051393075,-8.0,-1.6,-13.4,34.0,23.0,39.8,9.2,87.6,1.5,3.3,5028,2018,2,7
38,-4.582957458377717,-4.4,2.0,-9.7,45.0,32.0,43.3,9.2,86.8,1.2,3.0,6114,2018,2,8
39,9.757272477968048,0.4,6.1,-5.3,63.0,48.0,43.9,2.2,20.8,1.1,3.0,6905,2018,2,9
40,3.4111473685421227,-0.5,3.2,-6.9,66.0,39.0,47.4,5.3,50.0,3.0,6.3,4829,2018,2,10
41,0.0,-6.1,-2.2,-9.5,44.0,13.0,42.5,6.6,61.7,2.7,5.1,3047,2018,2,11
42,0.0,-5.8,-1.8,-9.6,41.0,13.0,40.8,8.7,81.3,2.7,5.2,5231,2018,2,12
43,-2.514080278536877,-0.8,4.3,-7.4,43.0,14.0,54.5,8.3,76.9,2.7,5.6,6863,2018,2,13
44,7.594770735657706,3.5,8.7,-0.7,59.0,27.0,51.0,3.3,30.6,2.6,5.4,7477,2018,2,14
45,14.169868313289605,-0.7,4.0,-3.7,32.0,14.0,28.0,0.1888387083369878,0.0,2.5,4.4,3935,2018,2,15
46,-5.207022564008842,-1.1,4.9,-5.5,41.0,16.0,40.1,9.7,89.0,2.1,5.5,3047,2018,2,16
47,-3.8048366070646615,-3.0,1.4,-7.1,36.05155642023346,21.53261927945472,25.6,9.0,82.6,2.9,5.5,3494,2018,2,17
48,-0.19239335277454472,-0.4,5.2,-4.9,30.0,14.0,26.9,7.2,66.1,1.3,3.5,5191,2018,2,18
49,4.703790244671602,1.8,6.8,-1.9,51.0,33.0,48.6,4.8,43.6,1.5,3.0,8563,2018,2,19
50,-2.2912210217040894,0.9,5.5,-2.4,51.0,32.0,41.0,8.3,75.5,2.5,5.8,8899,2018,2,20
51,-5.277712622761388,-0.9,4.4,-4.5,32.0,17.0,31.5,9.8,89.1,2.3,5.2,8342,2018,2,21
52,0.4,1.3,5.4,-3.9,42.0,25.0,59.0,6.4,57.7,2.2,5.2,8580,2018,2,22
53,3.7,4.2,8.6,-0.3,79.0,55.0,81.1,4.8,43.2,1.9,5.0,6408,2018,2,23
54,-0.6980128446175264,2.4,7.2,-1.1,68.0,47.0,49.4,7.6,67.9,2.1,3.9,7198,2018,2,24
55,-3.8347870961533665,1.9,7.9,-1.6,36.0,25.0,40.6,9.2,82.1,1.7,3.8,7595,2018,2,25
56,-5.815169151294764,3.1,10.4,-3.2,55.0,36.0,43.1,10.2,91.1,1.4,3.6,10712,2018,2,26
57,14.273298182731114,4.2,6.9,0.6,82.0,55.0,48.8,0.0,0.0,0.9,1.8,10064,2018,2,27
58,25.0,4.6,7.8,1.8,67.0,43.0,73.3,0.0,0.0,2.0,3.7,4230,2018,2,28
59,0.5,-0.2,3.0,-4.3,35.0,26.0,61.9,8.7,76.3,3.8,6.9,5761,2018,3,1
60,-5.360612717927001,-0.7,5.4,-6.7,58.0,24.0,34.0,10.3,90.4,1.5,3.3,9388,2018,3,2
61,0.0,7.9,16.2,-0.1,52.0,26.0,38.1,10.1,88.6,1.5,3.9,16029,2018,3,3
62,11.5,9.8,11.9,7.6,28.0,19.0,89.1,0.0,0.0,1.2,3.5,5373,2018,3,4
63,3.5,5.5,11.4,1.3,8.0,5.0,67.5,7.0,60.9,2.0,3.5,9943,2018,3,5
64,-5.684112522601037,4.5,10.9,-1.1,26.0,15.0,46.8,10.6,91.4,1.6,3.7,14028,2018,3,6
65,0.5,6.4,10.7,2.2,25.0,14.0,54.0,3.0,25.9,1.8,3.2,12925,2018,3,7
66,4.0,4.6,9.7,2.7,29.0,23.0,76.0,5.1,44.0,1.9,4.5,8812,2018,3,8
67,4.937373968808277,4.5,9.6,1.4,41.0,31.0,63.3,5.1,43.6,1.5,4.2,13573,2018,3,9
68,-0.40075504710005383,4.6,9.7,0.7,43.0,31.0,65.8,7.9,67.5,2.0,5.9,13324,2018,3,10
69,-3.924703176690727,6.4,12.2,2.7,52.0,35.0,51.3,9.8,83.1,2.0,4.2,15136,2018,3,11
70,0.4391533299921022,8.0,15.5,2.2,80.0,52.0,45.8,7.5,63.6,1.4,4.2,15913,2018,3,12
71,2.157823106238565,12.4,18.8,5.2,59.0,37.0,60.5,6.6,55.9,1.8,4.3,19514,2018,3,13
72,-0.22565134530286635,17.0,22.1,13.6,22.0,11.0,58.8,7.9,66.4,2.3,5.0,24911,2018,3,14
73,27.0,12.4,16.6,8.4,18.0,12.0,92.1,0.0,0.0,2.1,4.8,7091,2018,3,15
74,-5.950954239266032,7.1,12.2,3.6,12.0,6.0,46.9,11.0,91.7,1.9,3.1,18415,2018,3,16
75,-2.379250554639757,6.6,14.0,0.5,26.0,16.0,48.0,9.1,75.8,1.5,3.8,20165,2018,3,17
76,0.5,8.2,12.5,5.4,52.0,36.0,55.9,0.0,0.0,1.2,2.9,11740,2018,3,18
77,1.0,8.0,10.4,6.2,30.0,23.0,64.5,0.0,0.0,2.5,4.2,10297,2018,3,19
78,4.61387416413424,4.7,9.1,1.6,18.0,7.0,39.9,5.4,44.6,3.4,4.8,13205,2018,3,20
79,1.0,2.1,5.3,1.1,36.05155642023346,21.53261927945472,64.1,0.4,3.3,1.7,3.3,8225,2018,3,21
80,-5.149898884236023,4.9,11.6,0.6,36.05155642023346,21.53261927945472,61.5,10.7,87.7,2.2,5.0,16420,2018,3,22
81,-1.4438310674764097,6.1,12.5,1.8,36.05155642023346,21.53261927945472,55.3,8.7,71.3,2.0,4.2,17904,2018,3,23
82,1.4153123868192967,7.6,13.1,4.0,36.05155642023346,21.53261927945472,61.9,7.2,58.5,2.1,4.4,14914,2018,3,24
83,-2.8211959731019434,9.6,16.9,4.6,36.05155642023346,21.53261927945472,65.6,9.5,77.2,1.7,3.5,13942,2018,3,25
84,-1.9972061143549844,11.0,18.1,5.3,36.05155642023346,21.53261927945472,64.5,9.1,73.4,1.9,4.4,15505,2018,3,26
85,0.20414865001750648,13.3,20.0,7.7,36.05155642023346,21.53261927945472,61.1,7.9,63.7,1.6,3.9,17456,2018,3,27
86,5.2009727953049065,14.0,19.0,9.4,36.05155642023346,21.53261927945472,66.4,5.2,41.6,2.2,4.8,21232,2018,3,28
87,1.0122199904192648,15.4,21.1,11.8,36.05155642023346,21.53261927945472,66.3,7.5,60.0,1.6,4.0,21436,2018,3,29
88,-3.3586525016353193,14.8,21.9,9.8,36.05155642023346,21.53261927945472,55.6,9.9,79.2,1.7,3.8,24411,2018,3,30
89,0.3633338334694951,14.0,20.1,9.3,36.05155642023346,21.53261927945472,52.9,7.9,62.7,1.9,4.5,25673,2018,3,31
90,12.717457458597526,15.6,18.5,11.7,36.05155642023346,21.53261927945472,68.8,1.3,10.3,1.5,3.5,22994,2018,4,1
91,4.934066465368662,18.4,23.7,14.9,36.05155642023346,21.53261927945472,64.0,5.6,44.4,1.9,4.5,28139,2018,4,2
92,0.1,17.8,21.2,14.9,36.05155642023346,21.53261927945472,72.9,0.8,6.3,2.1,4.4,26817,2018,4,3
93,18.5,13.4,18.2,9.5,36.05155642023346,21.53261927945472,67.0,8.0,63.0,1.9,5.1,26034,2018,4,4
94,10.5,7.6,9.5,6.7,36.05155642023346,21.53261927945472,90.6,0.0,0.0,2.0,3.5,2833,2018,4,5
95,6.5,5.8,8.6,3.0,36.05155642023346,21.53261927945472,71.6,4.0,31.3,3.1,5.7,13297,2018,4,6
96,0.2,4.2,8.6,1.4,36.05155642023346,21.53261927945472,45.5,9.0,70.3,4.1,6.0,13088,2018,4,7
97,3.0,3.9,7.9,0.6,36.05155642023346,21.53261927945472,59.6,3.3,25.6,1.8,3.6,7758,2018,4,8
98,-1.8502309673160582,7.9,15.4,0.1,32.0,22.0,57.9,9.5,73.6,1.1,2.9,23925,2018,4,9
99,5.0,15.1,21.9,6.9,37.0,18.0,51.0,6.3,48.5,3.5,8.8,20423,2018,4,10
100,-5.847961552059314,12.6,17.3,8.7,53.0,20.0,49.4,11.8,90.8,3.0,6.1,25557,2018,4,11
101,-6.196282408051996,13.3,19.6,6.8,40.0,14.0,30.5,12.0,92.3,2.6,6.2,28885,2018,4,12
102,10.311048503339142,14.6,19.3,8.3,29.0,13.0,22.9,2.7,20.6,1.3,3.7,29497,2018,4,13
103,9.0,9.0,14.8,7.5,18.0,10.0,78.8,0.3,2.3,1.8,4.1,8216,2018,4,14
104,-0.020131562653201485,9.5,14.2,5.6,61.0,17.0,65.5,8.6,65.2,2.4,4.9,12721,2018,4,15
105,-6.503863694380833,11.6,18.8,4.9,33.0,20.0,41.9,12.3,93.2,1.6,4.7,29589,2018,4,16
106,-6.321744007211894,12.9,20.1,6.8,50.0,25.0,37.9,12.2,92.4,1.9,5.5,28236,2018,4,17
107,-5.86199352280282,12.4,19.3,6.2,57.0,27.0,35.4,12.0,90.2,1.9,3.9,23499,2018,4,18
108,-4.817030954824769,14.0,20.5,7.4,70.0,32.0,38.8,11.4,85.7,1.9,5.1,20400,2018,4,19
109,-4.539400157584634,18.4,26.3,11.0,36.05155642023346,21.53261927945472,46.0,11.3,84.3,1.3,3.6,28351,2018,4,20
110,-6.447205606371789,18.7,25.6,12.3,66.0,36.0,32.0,12.4,92.5,1.9,4.6,33144,2018,4,21
111,15.5,15.5,21.0,10.7,33.0,18.0,57.4,0.0,0.0,1.1,2.9,8095,2018,4,22
112,59.0,9.3,10.7,8.4,9.0,6.0,93.9,0.0,0.0,2.2,3.0,1037,2018,4,23
113,3.0,12.1,16.1,8.9,7.0,4.0,63.3,0.0,0.0,1.4,2.8,24560,2018,4,24
114,-6.3516944963005955,14.6,23.3,5.7,30.0,22.0,37.8,12.4,91.9,1.5,4.4,33728,2018,4,25
115,-5.029101131082413,14.9,22.1,10.0,39.0,26.0,51.9,11.7,86.0,2.1,5.1,32547,2018,4,26
116,-4.348377937442244,15.7,23.3,9.7,48.0,33.0,52.9,11.3,83.1,1.7,3.8,32989,2018,4,27
117,-6.240264867884203,15.4,21.7,10.5,56.0,35.0,49.0,12.4,91.2,2.0,4.8,33738,2018,4,28
118,-4.76738885218748,16.2,22.9,9.4,47.0,27.0,43.1,11.6,84.7,1.9,4.3,35159,2018,4,29
119,-0.6671311720012767,19.2,25.0,14.1,70.0,47.0,61.6,9.2,67.2,1.6,3.6,32629,2018,4,30
120,0.0,20.4,23.3,17.8,52.0,36.0,72.8,3.2,23.4,1.5,4.0,34593,2018,5,1
121,12.0,15.1,19.7,8.7,41.0,30.0,90.4,0.0,0.0,1.9,5.2,8374,2018,5,2
122,1.0,11.2,14.7,6.9,24.0,12.0,62.4,8.2,59.4,2.7,5.3,25963,2018,5,3
123,-5.635425784037896,14.1,20.0,8.8,37.0,15.0,45.5,12.4,89.9,2.7,5.9,34058,2018,5,4
124,-3.149424237053516,18.3,24.6,11.6,34.0,17.0,46.8,11.0,79.1,2.6,4.8,37389,2018,5,5
125,22.0,16.6,20.7,15.0,13.0,8.0,86.4,3.2,23.0,1.1,3.9,19809,2018,5,6
126,3.4438509754888145,19.2,25.5,14.0,30.0,16.0,60.3,7.1,51.1,1.2,3.7,40026,2018,5,7
127,-3.5684351517987487,17.5,22.9,11.6,15.0,7.0,50.9,11.3,80.7,1.7,2.7,33738,2018,5,8
128,-5.760887383197794,15.7,21.8,9.2,19.0,7.0,50.4,12.6,90.0,1.7,3.6,37851,2018,5,9
129,-5.262283876726567,15.4,21.4,11.3,35.0,18.0,67.4,12.3,87.9,2.3,5.4,36549,2018,5,10
130,6.578738679422961,16.1,21.3,11.9,51.0,29.0,59.8,5.3,37.6,1.8,3.5,33923,2018,5,11
131,32.0,14.2,16.1,11.8,27.0,17.0,89.3,0.0,0.0,0.9,2.9,3551,2018,5,12
132,0.5,15.8,20.0,12.7,18.0,12.0,82.5,6.9,48.9,1.9,3.9,35668,2018,5,13
133,3.452753508462262,18.2,24.5,11.9,58.0,37.0,71.4,7.2,50.7,1.4,3.4,35918,2018,5,14
134,0.0,23.2,29.3,15.4,66.0,46.0,56.4,8.9,62.7,1.1,3.4,36476,2018,5,15
135,45.0,22.3,24.4,21.8,32.0,22.0,93.8,0.0,0.0,1.9,6.1,7072,2018,5,16
136,83.0,20.9,23.5,18.8,13.0,8.0,97.0,0.0,0.0,1.4,8.0,3802,2018,5,17
137,6.5,16.3,19.3,12.2,36.05155642023346,21.53261927945472,86.8,0.4,2.8,1.3,2.7,19629,2018,5,18
138,-5.624636703462755,17.6,24.7,10.3,36.05155642023346,21.53261927945472,47.5,12.7,88.8,1.5,2.9,43471,2018,5,19
139,8.486544128210117,17.0,22.6,11.5,9.0,5.0,32.1,4.2,29.4,1.4,2.8,39036,2018,5,20
140,0.857208880663185,17.8,23.7,11.3,8.0,5.0,43.9,8.8,61.5,1.4,3.5,42039,2018,5,21
141,12.5,18.1,23.2,15.4,36.05155642023346,21.53261927945472,75.5,2.7,18.8,1.1,3.1,17444,2018,5,22
142,6.5,17.3,23.3,13.6,36.05155642023346,21.53261927945472,57.1,12.7,88.2,2.5,5.0,35975,2018,5,23
143,-5.196723255744075,18.3,23.7,11.2,36.05155642023346,21.53261927945472,47.4,12.5,86.8,2.2,5.4,36858,2018,5,24
144,-4.5319185804491084,19.7,26.2,13.8,36.05155642023346,21.53261927945472,47.4,12.1,84.0,1.8,4.5,37569,2018,5,25
145,-5.267413314496629,21.8,29.6,14.0,36.05155642023346,21.53261927945472,50.1,12.6,86.9,1.4,4.0,37761,2018,5,26
146,7.735130875817402,20.3,24.7,17.3,56.0,25.0,47.4,4.7,32.4,1.7,4.1,39534,2018,5,27
147,-5.101212145672886,22.3,29.1,16.2,41.0,20.0,49.8,12.5,86.2,1.6,4.3,40775,2018,5,28
148,1.0,21.4,25.9,19.1,36.05155642023346,21.53261927945472,69.3,3.4,23.4,1.8,4.4,29925,2018,5,29
149,0.0,20.2,24.7,15.8,36.05155642023346,21.53261927945472,69.8,9.8,67.6,1.9,4.4,39214,2018,5,30
150,-5.670505710896659,20.9,27.6,14.2,36.05155642023346,21.53261927945472,58.9,12.9,88.4,1.9,3.6,41619,2018,5,31
151,-5.272607365537937,23.8,30.2,17.5,35.0,20.0,50.4,12.9,88.4,1.9,4.3,41970,2018,6,1
152,-5.106406196714193,23.4,30.1,17.6,43.0,27.0,44.5,12.8,87.7,2.0,4.5,41677,2018,6,2
153,-5.272607365537937,24.0,30.8,16.9,36.05155642023346,21.53261927945472,39.4,12.9,88.4,1.6,4.2,40565,2018,6,3
154,0.797243289214526,22.6,27.5,18.9,36.0,24.0,50.1,9.2,63.0,1.9,4.4,44014,2018,6,4
155,-2.7318342781462057,23.7,29.2,17.7,32.0,22.0,52.5,11.4,77.6,1.7,4.0,44118,2018,6,5
156,-4.84469391781926,23.0,27.9,18.4,36.05155642023346,21.53261927945472,62.9,12.7,86.4,2.0,4.0,40440,2018,6,6
157,0.544433543293037,22.2,29.4,17.8,36.05155642023346,21.53261927945472,69.3,9.4,63.9,2.0,4.1,42038,2018,6,7
158,4.287467834513109,21.9,27.0,18.5,36.05155642023346,21.53261927945472,68.0,7.1,48.3,2.1,3.7,46516,2018,6,8
159,0.5,23.7,30.1,18.9,36.05155642023346,21.53261927945472,60.6,7.9,53.7,1.4,3.5,32839,2018,6,9
160,0.5,21.3,24.9,18.3,36.05155642023346,21.53261927945472,59.9,1.4,9.5,1.4,2.9,39277,2018,6,10
161,5.0,20.2,23.9,18.0,36.05155642023346,21.53261927945472,67.3,3.3,22.4,1.4,4.3,30605,2018,6,11
162,0.0,21.3,27.1,16.6,36.05155642023346,21.53261927945472,65.5,12.1,82.3,1.7,4.7,46201,2018,6,12
163,0.0,22.0,27.0,18.3,36.05155642023346,21.53261927945472,64.0,4.9,33.3,1.5,5.1,49116,2018,6,13
164,29.0,21.6,25.1,18.8,36.05155642023346,21.53261927945472,74.9,1.4,9.5,1.1,3.7,30511,2018,6,14
165,16.5,21.7,27.0,17.2,36.05155642023346,21.53261927945472,60.8,9.8,66.2,1.4,2.7,45103,2018,6,15
166,-5.231867795874091,22.5,28.7,16.3,36.05155642023346,21.53261927945472,56.4,13.0,87.8,1.4,2.8,46457,2018,6,16
167,11.97157462246739,22.8,27.5,18.9,36.05155642023346,21.53261927945472,66.9,2.4,16.2,1.3,3.9,43484,2018,6,17
168,-4.58298163892432,24.8,30.8,19.9,36.05155642023346,21.53261927945472,54.9,12.6,85.1,1.5,4.0,36316,2018,6,18
169,10.840003477391594,22.4,27.2,19.1,36.05155642023346,21.53261927945472,61.3,3.1,20.9,1.8,3.6,47296,2018,6,19
170,-0.689664697225707,22.7,28.4,19.1,36.05155642023346,21.53261927945472,68.1,10.2,68.9,2.3,4.2,46612,2018,6,20
171,-4.58298163892432,23.7,28.7,19.4,36.05155642023346,21.53261927945472,60.1,12.6,85.1,2.2,4.4,47762,2018,6,21
172,-4.266497819622035,25.0,32.0,18.2,38.0,23.0,45.1,12.4,83.8,1.8,4.3,47478,2018,6,22
173,2.0720810993971153,24.5,28.9,20.9,36.05155642023346,21.53261927945472,50.6,8.5,57.4,2.0,4.4,45663,2018,6,23
174,-2.153638179948988,25.2,32.1,20.1,36.05155642023346,21.53261927945472,62.8,11.1,75.0,1.9,3.7,39548,2018,6,24
175,3.2036522444729076,27.1,32.9,21.3,36.05155642023346,21.53261927945472,57.1,7.8,52.7,1.2,3.2,46565,2018,6,25
176,71.5,22.3,26.9,20.2,51.0,34.0,88.3,0.0,0.0,2.4,5.7,6391,2018,6,26
177,1.0,22.3,25.5,19.1,36.05155642023346,21.53261927945472,81.9,2.9,19.6,2.0,4.5,41128,2018,6,27
178,26.5,23.3,27.3,20.6,36.05155642023346,21.53261927945472,85.1,1.9,12.8,1.1,4.3,27757,2018,6,28
179,6.5,24.7,29.1,21.9,36.05155642023346,21.53261927945472,78.5,8.4,56.8,1.5,3.2,42765,2018,6,29
180,14.5,24.4,27.9,21.6,50.0,34.0,83.8,0.5,3.4,0.9,5.1,26911,2018,6,30
181,83.5,21.9,22.8,21.0,11.0,8.0,94.6,0.0,0.0,0.8,2.3,4358,2018,7,1
182,59.5,22.6,25.3,20.6,10.0,7.0,95.4,0.1,0.7,0.7,2.9,6261,2018,7,2
183,0.1,27.4,32.6,22.5,11.0,8.0,74.4,10.1,68.7,0.8,2.6,41350,2018,7,3
184,2.5725065401987806,27.3,31.8,24.0,36.05155642023346,21.53261927945472,69.6,8.4,57.1,1.7,3.9,45741,2018,7,4
185,0.5,25.3,29.0,23.4,36.05155642023346,21.53261927945472,72.8,1.7,11.6,1.2,3.0,39804,2018,7,5
186,12.02115211183343,23.9,27.1,21.5,6.0,3.0,57.8,2.6,17.7,1.8,3.4,49521,2018,7,6
187,16.159360040083218,23.7,29.2,19.5,7.0,5.0,51.4,0.1888387083369878,0.0,1.6,2.3,48015,2018,7,7
188,0.6965381281020235,23.3,28.1,17.7,11.0,8.0,51.5,9.5,65.1,1.5,2.8,48132,2018,7,8
189,14.0,20.8,24.2,20.1,9.0,7.0,82.3,0.0,0.0,1.1,1.8,8155,2018,7,9
190,16.5,23.7,26.5,20.4,19.0,13.0,87.8,0.0,0.0,0.7,1.6,27956,2018,7,10
191,3.0,26.8,29.5,24.4,34.0,23.0,82.9,0.1,0.7,1.3,3.9,35390,2018,7,11
192,1.0,26.6,28.2,25.1,28.0,18.0,82.4,1.1,7.5,1.5,3.6,43611,2018,7,12
193,4.8038117936599765,27.3,30.9,24.7,22.0,17.0,74.8,7.0,47.9,1.8,3.4,44976,2018,7,13
194,0.0,27.9,31.9,24.6,20.0,15.0,69.6,11.3,77.9,1.9,4.2,39205,2018,7,14
195,-1.8442349592897056,28.3,33.2,24.5,23.0,18.0,69.6,11.0,75.9,1.6,3.7,34957,2018,7,15
196,-4.970220130250407,28.7,34.0,24.0,24.0,20.0,64.3,12.9,89.0,1.7,3.6,40964,2018,7,16
197,-5.136421299074147,28.1,32.1,23.9,28.0,25.0,66.5,13.0,89.7,1.7,4.1,43323,2018,7,17
198,-5.136421299074147,28.2,33.2,23.7,33.0,30.0,64.8,13.0,89.7,1.6,4.1,42609,2018,7,18
199,-5.065731240321597,28.7,34.1,23.2,29.0,23.0,64.1,12.9,89.6,1.6,3.2,42316,2018,7,19
200,-5.065731240321597,29.5,34.7,24.6,36.0,28.0,62.6,12.9,89.6,1.5,3.3,40337,2018,7,20
201,-5.065731240321597,30.6,36.9,24.9,35.0,28.0,53.6,12.9,89.6,1.5,3.6,32360,2018,7,21
202,-3.9023230585554067,31.8,38.0,25.3,29.0,22.0,49.6,12.2,84.7,1.4,3.7,28250,2018,7,22
203,3.030370477006164,31.7,35.7,29.2,31.0,24.0,53.8,8.0,55.6,1.8,4.0,38003,2018,7,23
