index,precipitation,temp_mean,temp_highest,temp_lowest,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,wind_mean,wind_max,rental,year,month,day
204,-0.6738107921517571,31.4,36.8,27.2,40.0,33.0,59.5,10.2,71.3,1.6,4.0,37486,2018,7,24
205,7.620329130690144,30.1,34.1,27.7,32.0,24.0,66.3,5.2,36.4,2.4,3.8,39225,2018,7,25
206,8.949938481280078,30.1,33.7,27.3,40.0,29.0,68.8,4.4,30.8,1.5,3.4,37796,2018,7,26
207,0.7424071355359256,30.9,35.4,27.2,43.0,30.0,69.3,9.3,65.5,1.9,3.7,34985,2018,7,27
208,7.5,29.5,35.2,28.0,31.0,21.0,77.1,3.4,23.9,1.2,3.6,24649,2018,7,28
209,-4.259546447521533,31.3,36.7,26.4,18.0,12.0,52.4,12.3,86.6,1.2,2.9,28317,2018,7,29
210,-2.0989312528128874,31.7,36.9,26.2,9.0,6.0,50.9,11.0,77.5,1.2,2.4,36701,2018,7,30
211,-3.856454051121503,32.6,38.3,27.8,15.0,9.0,50.5,12.0,85.1,1.5,3.6,35262,2018,7,31
212,-4.471681237050433,33.6,39.6,27.8,29.0,17.0,55.5,12.6,89.4,1.7,4.0,31169,2018,8,1
213,0.22970704504994366,33.7,37.9,30.3,29.0,19.0,54.4,9.8,69.5,1.6,3.2,31321,2018,8,2
214,-1.0292122467874432,33.1,37.9,30.0,41.0,30.0,55.3,10.5,75.0,1.9,4.2,31646,2018,8,3
215,-3.720267984657717,31.1,34.9,28.0,24.0,17.0,60.6,12.1,86.4,2.4,4.6,28174,2018,8,4
216,2.0,30.0,33.9,27.2,24.0,15.0,71.8,10.1,72.1,2.6,4.9,26989,2018,8,5
217,6.5,30.5,35.3,28.3,28.0,18.0,71.6,7.3,52.5,1.6,4.4,29113,2018,8,6
218,2.2629740929969984,30.5,35.9,26.8,17.0,11.0,63.4,8.5,61.2,1.5,3.7,36983,2018,8,7
219,-1.6233268633298668,31.0,35.3,27.6,24.0,15.0,64.8,10.8,77.7,2.1,4.6,37140,2018,8,8
220,2.0,28.8,32.5,27.1,23.0,16.0,76.3,2.6,18.8,1.5,4.2,32216,2018,8,9
221,-2.7319635046887107,30.7,36.8,25.7,14.0,9.0,60.9,11.4,82.6,1.4,3.6,36178,2018,8,10
222,-2.898164673512454,31.0,36.0,26.4,9.0,5.0,55.8,11.5,83.3,1.5,3.3,31293,2018,8,11
223,5.0,30.6,35.3,27.2,14.0,9.0,61.3,8.4,61.3,1.5,3.7,27363,2018,8,12
224,1.0,30.5,34.4,26.7,30.0,21.0,68.6,6.3,46.0,1.4,3.2,36076,2018,8,13
225,0.42585870296239214,31.7,37.2,27.7,24.0,15.0,58.3,9.5,69.3,1.3,4.0,37659,2018,8,14
226,1.0,31.7,38.0,28.3,27.0,18.0,59.5,9.5,69.9,1.2,5.8,29270,2018,8,15
227,-2.242262531190935,29.9,35.6,24.1,14.0,8.0,51.0,11.0,80.9,1.7,3.0,41358,2018,8,16
228,-4.648671486449313,27.2,33.8,21.7,12.0,5.0,39.8,12.4,91.2,1.8,3.5,47634,2018,8,17
229,-2.155653954093186,26.7,32.1,21.5,14.0,6.0,44.6,10.9,80.7,1.4,3.8,45629,2018,8,18
230,3.0214033307614674,28.2,34.4,23.0,20.0,12.0,50.6,7.9,58.5,1.2,3.3,42281,2018,8,19
231,0.0,29.1,33.3,25.1,32.0,20.0,55.6,6.0,44.4,2.0,5.1,44243,2018,8,20
232,5.0,26.6,31.0,23.4,21.0,12.0,71.4,6.8,50.7,2.5,7.1,41964,2018,8,21
233,-1.570441870524208,30.7,37.6,23.4,21.0,13.0,54.1,10.5,78.4,1.1,3.2,42425,2018,8,22
234,3.0,29.4,32.2,25.7,11.0,6.0,59.1,1.7,12.7,1.7,2.8,23616,2018,8,23
235,7.5,24.4,26.3,23.2,8.0,5.0,86.3,0.0,0.0,2.5,4.2,17319,2018,8,24
236,4.105218920801665,25.2,29.3,22.7,21.0,12.0,68.0,7.2,54.1,2.6,5.3,47109,2018,8,25
237,2.0,23.2,29.0,20.3,16.0,10.0,70.0,5.1,38.6,1.2,3.8,32200,2018,8,26
238,19.5,22.7,24.9,20.2,8.0,6.0,91.0,0.0,0.0,0.8,2.1,23382,2018,8,27
239,96.5,23.7,26.1,22.5,10.0,6.0,92.4,0.0,0.0,0.9,3.7,13495,2018,8,28
240,42.0,25.2,27.4,22.7,13.0,7.0,86.0,0.1,0.8,2.4,4.5,13001,2018,8,29
241,9.5,25.3,28.2,23.9,25.0,17.0,80.9,1.9,14.5,1.8,3.7,33158,2018,8,30
242,0.1,25.6,30.3,22.8,22.0,14.0,67.4,10.1,77.7,1.6,3.7,46101,2018,8,31
243,-1.7207891342740016,25.5,30.9,20.8,17.0,9.0,59.4,10.6,81.5,1.3,2.3,43847,2018,9,1
244,0.7492938943651755,25.1,29.6,20.1,12.0,7.0,55.8,9.2,70.8,1.5,2.8,48427,2018,9,2
245,34.5,23.3,25.8,21.4,14.0,8.0,85.3,0.0,0.0,1.0,5.5,16086,2018,9,3
246,-2.544778993020959,23.2,27.8,20.0,14.0,7.0,69.4,11.0,85.3,2.2,5.2,50500,2018,9,4
247,-3.969899453682089,24.0,28.5,19.6,24.0,10.0,63.5,11.8,91.5,2.5,5.7,53984,2018,9,5
248,1.0,24.1,28.2,20.9,31.0,17.0,69.9,2.2,17.2,2.0,5.0,46532,2018,9,6
249,0.5,22.0,25.5,19.1,24.0,13.0,54.6,10.9,85.2,2.5,4.3,53230,2018,9,7
250,-4.010639023345931,21.7,27.7,15.9,22.0,11.0,48.8,11.7,92.1,1.7,3.9,55470,2018,9,8
251,-0.780240209340592,22.2,28.9,15.6,19.0,10.0,49.0,9.9,78.0,1.2,2.8,54213,2018,9,9
252,-1.492800439671159,22.9,28.4,18.6,11.0,5.0,49.5,10.3,81.1,1.6,2.7,55188,2018,9,10
253,1.840125469777126,21.6,26.1,16.8,12.0,5.0,48.1,8.4,66.7,1.5,2.4,56212,2018,9,11
254,-3.4095084214317595,22.8,28.2,16.8,15.0,7.0,52.0,11.3,89.7,1.4,3.2,57363,2018,9,12
255,7.952602241795127,23.5,28.3,20.3,16.0,7.0,63.5,5.0,40.0,1.2,2.4,55791,2018,9,13
256,0.5,23.5,26.8,20.3,17.0,10.0,66.9,1.6,12.8,1.3,2.6,49383,2018,9,14
257,0.2,23.3,26.0,21.0,11.0,6.0,76.0,0.8,6.4,1.0,2.4,44808,2018,9,15
258,2.0,22.2,23.9,21.0,34.0,21.0,83.6,0.0,0.0,1.7,3.7,24317,2018,9,16
259,0.1,22.3,27.7,18.5,23.0,14.0,64.3,10.8,87.1,1.9,3.8,55335,2018,9,17
260,2.5119461304438477,22.0,26.5,17.7,31.0,16.0,59.8,7.9,64.2,1.2,3.4,57691,2018,9,18
261,0.2,22.1,26.6,18.9,35.0,18.0,59.1,2.1,17.1,1.0,2.9,44096,2018,9,19
262,5.0,19.0,20.1,17.8,13.0,8.0,82.4,0.0,0.0,1.8,2.9,23616,2018,9,20
263,18.0,19.4,21.9,17.6,7.0,4.0,85.8,0.6,4.9,1.3,2.3,32242,2018,9,21
264,6.5,20.8,25.5,17.2,27.0,11.0,62.3,10.8,88.5,1.8,5.3,49688,2018,9,22
265,0.0,19.4,25.3,15.6,26.0,10.0,52.9,7.4,61.2,1.6,4.3,38635,2018,9,23
266,-3.436216020352102,17.6,22.1,14.2,13.0,6.0,48.3,11.0,90.9,2.1,4.4,36406,2018,9,24
267,-1.5672635936270947,17.8,24.3,10.8,14.0,7.0,48.0,10.0,82.6,1.1,2.2,49595,2018,9,25
268,1.3148143643855619,19.4,24.8,16.2,8.0,5.0,47.9,8.4,70.0,1.7,2.7,57730,2018,9,26
269,-2.2409708018955072,18.9,25.0,13.2,9.0,5.0,47.6,10.3,85.8,1.3,2.4,58200,2018,9,27
270,10.461538292496455,17.5,22.2,14.3,12.0,7.0,58.1,3.5,29.4,1.2,2.1,59649,2018,9,28
271,-3.310754421192204,20.2,27.0,14.6,14.0,9.0,55.5,10.8,90.8,1.0,2.4,63866,2018,9,29
272,-2.550438635826044,17.6,21.6,14.0,19.0,10.0,52.5,10.4,87.4,2.3,5.5,55893,2018,9,30
273,0.0,15.4,19.7,13.0,16.0,9.0,55.1,7.9,66.9,2.9,6.1,51808,2018,10,1
274,-3.0242857042498734,15.9,22.0,10.3,22.0,13.0,61.4,10.8,91.5,1.6,4.1,57280,2018,10,2
275,-2.771475958328381,17.3,24.2,11.2,24.0,14.0,58.0,10.6,90.6,1.3,4.0,64671,2018,10,3
276,0.467825388650402,19.3,25.6,13.0,21.0,12.0,56.5,8.9,76.1,1.3,2.4,59413,2018,10,4
277,36.5,16.9,19.0,15.7,11.0,6.0,84.1,0.0,0.0,1.7,3.2,7772,2018,10,5
278,55.5,18.0,21.7,16.3,5.0,3.0,84.0,3.0,25.9,2.2,5.3,32510,2018,10,6
279,-2.700785899575834,16.4,21.1,12.3,23.0,10.0,53.5,10.5,90.5,1.7,3.6,57873,2018,10,7
280,-2.700785899575834,14.8,20.9,9.2,20.0,8.0,47.0,10.5,90.5,1.1,2.7,57247,2018,10,8
281,0.0,15.3,19.8,10.7,23.0,12.0,52.5,2.3,20.0,1.1,2.7,61525,2018,10,9
282,7.0,12.0,16.7,7.9,18.0,11.0,61.0,6.5,56.5,2.5,4.7,44876,2018,10,10
283,-0.6267792819649376,9.7,13.9,6.1,17.0,9.0,51.0,9.3,81.6,2.1,5.6,44489,2018,10,11
284,-2.179247889387657,10.9,17.4,5.2,22.0,13.0,54.0,10.1,88.6,1.3,3.2,48529,2018,10,12
285,-1.9812096838735176,12.5,19.8,6.1,29.0,18.0,54.0,10.0,87.7,1.0,2.9,49203,2018,10,13
286,-1.9105196251209708,13.2,20.3,6.8,30.0,20.0,60.0,9.9,87.6,1.5,3.1,49025,2018,10,14
287,4.149072154091371,15.2,21.0,10.9,49.0,32.0,69.9,6.8,60.2,1.4,3.5,49503,2018,10,15
288,1.3128632035126184,14.5,20.3,9.9,42.0,23.0,55.9,8.2,73.2,1.3,3.0,51236,2018,10,16
289,-2.2359059773966976,12.4,18.6,8.4,33.0,17.0,53.3,10.0,89.3,1.3,3.6,49795,2018,10,17
290,1.5109014090267578,12.7,19.0,7.5,14.0,8.0,59.5,8.1,72.3,1.1,2.7,49560,2018,10,18
291,-2.165215918644151,13.1,20.4,7.2,19.0,10.0,54.3,9.9,89.2,1.4,3.8,52122,2018,10,19
292,-1.7691395076158773,13.4,21.4,6.9,36.0,19.0,53.9,9.7,87.4,1.2,3.0,49815,2018,10,20
293,-1.6984494488633235,13.4,21.1,7.2,32.0,20.0,49.5,9.6,87.3,1.1,2.9,48346,2018,10,21
294,2.2941516981098715,14.0,20.6,8.8,42.0,28.0,50.0,7.6,69.1,1.0,2.6,49889,2018,10,22
295,5.0,12.2,16.9,9.8,50.0,30.0,75.1,5.3,48.2,1.1,5.0,40223,2018,10,23
296,-1.825797595624918,12.5,18.7,7.6,39.0,17.0,66.0,9.6,88.1,1.3,3.4,50343,2018,10,24
297,-0.011616709307260109,13.8,21.2,7.0,36.0,19.0,55.5,8.7,79.8,0.9,1.6,52181,2018,10,25
298,11.0,12.2,14.7,9.9,32.0,17.0,74.1,2.4,22.2,1.6,5.4,24308,2018,10,26
299,1.2791396192205244,8.7,11.6,6.2,24.0,6.0,49.6,8.0,74.1,3.2,5.8,33699,2018,10,27
300,5.5,8.3,13.5,5.2,13.0,7.0,77.1,2.8,25.9,1.5,5.9,20882,2018,10,28
301,0.0,7.2,11.7,3.4,16.0,8.0,57.3,6.5,60.7,2.0,5.3,36107,2018,10,29
302,0.0,6.1,11.6,0.7,21.0,10.0,51.3,9.1,85.0,1.6,3.5,37382,2018,10,30
303,0.0,7.4,12.6,3.0,20.0,12.0,55.4,9.3,86.9,1.6,4.1,39009,2018,10,31
304,-1.0018723501492115,8.4,15.2,2.5,31.0,18.0,53.4,9.2,86.8,1.3,3.6,41911,2018,11,1
305,-1.0018723501492115,10.6,19.0,4.0,39.0,24.0,54.9,9.2,86.8,1.1,2.5,44917,2018,11,2
306,-0.7879156262898714,11.2,19.1,5.0,47.0,30.0,56.0,9.1,85.8,1.3,4.0,40640,2018,11,3
307,-0.7172255675373247,11.6,19.4,5.3,40.0,27.0,55.0,9.0,85.7,1.3,3.4,39973,2018,11,4
308,1.5567058031894074,11.9,18.3,6.6,53.0,33.0,65.5,7.9,75.2,1.1,2.3,43870,2018,11,5
309,9.400527979630706,12.2,17.5,8.0,89.0,61.0,70.5,4.1,39.0,0.9,2.6,39680,2018,11,6
310,2.0,12.8,15.7,10.3,56.0,38.0,79.5,0.5,4.8,1.1,2.8,29492,2018,11,7
311,64.0,11.8,14.7,10.5,9.0,5.0,93.8,0.0,0.0,1.8,5.0,2730,2018,11,8
312,1.0,12.1,15.4,9.5,38.0,20.0,69.0,6.5,62.5,3.1,5.6,34673,2018,11,9
313,0.0,11.9,17.1,8.8,69.0,39.0,69.1,8.1,78.6,1.4,3.3,34194,2018,11,10
314,0.0,8.1,10.9,5.4,64.0,37.0,67.6,1.4,13.6,1.1,3.7,23926,2018,11,11
315,-0.7738836555463688,8.1,15.1,3.1,27.0,14.0,52.3,8.9,86.4,1.2,3.3,38706,2018,11,12
316,-0.7031935967938185,8.8,15.4,4.1,39.0,23.0,51.6,8.8,86.3,1.1,3.0,40263,2018,11,13
317,-0.48923687293448204,9.8,16.6,4.8,31.0,19.0,55.5,8.7,85.3,1.1,3.1,41973,2018,11,14
318,1.4045366051091737,9.7,16.2,4.7,45.0,30.0,55.4,7.8,76.5,1.0,2.4,39702,2018,11,15
319,6.887818833725988,8.8,14.5,4.2,55.0,36.0,65.1,5.2,51.0,1.7,4.0,37629,2018,11,16
320,6.808226241999994,4.9,11.4,0.6,31.0,18.0,50.8,5.2,51.5,1.4,3.7,28167,2018,11,17
321,12.751258955025884,6.1,10.7,1.9,36.05155642023346,21.0,48.8,2.4,23.8,1.1,3.1,26464,2018,11,18
322,5.54040441718916,6.5,11.3,3.3,56.0,29.0,50.4,5.8,57.4,1.4,4.4,34352,2018,11,19
323,0.2,6.5,12.7,0.0,40.0,17.0,39.9,8.8,88.0,1.8,4.2,34855,2018,11,20
324,1.0,5.8,8.2,3.1,30.0,15.0,57.1,0.0,0.0,1.2,4.5,28140,2018,11,21
325,-0.5458949609435226,2.3,7.1,-1.3,19.0,10.0,35.0,8.6,86.0,2.4,5.6,29239,2018,11,22
326,-0.5458949609435226,1.9,7.6,-3.1,23.0,11.0,29.6,8.6,86.0,1.4,3.7,28620,2018,11,23
327,10.9,2.6,3.8,0.3,23.0,12.0,71.1,1.6,16.2,1.8,3.3,11255,2018,11,24
328,2.979939716248845,4.8,9.8,1.3,44.0,31.0,77.8,6.9,69.7,1.0,1.9,19946,2018,11,25
329,-0.689161626050316,6.3,13.6,1.6,57.0,38.0,70.1,8.6,86.9,1.0,1.9,30698,2018,11,26
330,15.484940810161694,7.1,12.5,3.1,108.0,48.0,65.0,1.1,11.1,1.5,3.7,28806,2018,11,27
331,3.0824668116917895,5.0,11.1,2.1,110.0,19.0,27.1,6.8,69.4,1.6,3.7,29177,2018,11,28
332,0.0,3.5,6.7,0.6,70.0,20.0,41.4,0.2,2.0,1.3,3.3,28977,2018,11,29
333,-0.8324282911571057,2.7,8.0,-1.5,59.0,20.0,46.1,8.6,87.8,1.4,3.3,28557,2018,11,30
334,1.308960881766728,5.5,12.4,0.8,44.0,23.0,42.3,7.8,79.6,1.0,2.5,24622,2018,12,1
335,12.379938982045,8.2,11.8,2.8,46.0,23.0,50.1,2.7,27.6,1.3,2.2,23035,2018,12,2
336,9.5,11.5,13.5,9.3,44.0,21.0,87.4,0.0,0.0,1.4,3.2,10638,2018,12,3
337,5.0,6.7,11.8,-0.3,33.0,15.0,74.9,2.1,21.6,2.7,5.6,20029,2018,12,4
338,11.460438013226849,0.0,3.4,-4.3,26.0,11.0,39.5,3.1,32.0,1.5,4.0,23535,2018,12,5
339,0.0,2.4,6.8,-1.0,36.0,16.0,50.5,6.2,63.9,2.3,5.7,23788,2018,12,6
340,-0.7917533347645129,-7.3,-1.1,-9.6,22.0,9.0,37.1,8.7,89.7,3.8,5.9,15148,2018,12,7
341,-0.7917533347645129,-8.3,-4.4,-11.4,23.0,9.0,37.1,8.7,89.7,2.6,5.5,9824,2018,12,8
342,1.1816127350051335,-7.2,-2.1,-11.8,21.0,10.0,27.0,7.8,80.4,1.5,3.4,8749,2018,12,9
343,0.6104326221796672,-2.5,4.6,-8.1,32.0,18.0,33.3,8.0,83.3,0.9,2.9,17987,2018,12,10
344,18.038324912459004,0.2,2.9,-2.4,41.0,25.0,44.8,0.1,1.0,1.2,3.9,20805,2018,12,11
345,-0.9350199998713027,-1.9,2.4,-5.0,45.0,23.0,39.0,8.7,90.6,2.2,4.0,19339,2018,12,12
346,1.3,-2.2,2.1,-5.9,39.0,23.0,57.4,4.8,50.0,2.0,5.8,11765,2018,12,13
347,-0.9350199998713027,-4.4,0.6,-7.8,32.0,17.0,44.3,8.7,90.6,1.7,3.5,14932,2018,12,14
348,0.6104326221796672,-2.4,3.2,-7.8,56.0,37.0,46.8,8.0,83.3,1.0,2.1,12720,2018,12,15
349,0.3,0.0,2.1,-2.6,55.0,39.0,63.8,1.1,11.5,0.9,1.7,10783,2018,12,16
350,0.3,1.6,5.9,-1.5,72.0,45.0,60.1,8.3,86.5,1.8,4.3,17449,2018,12,17
351,2.3698419680899736,2.6,7.4,-2.8,44.0,23.0,56.3,7.2,75.0,1.4,4.1,20917,2018,12,18
352,1.0383460698983473,4.0,9.5,1.3,50.0,28.0,53.4,7.8,81.3,1.4,3.3,21970,2018,12,19
353,1.7120532781667617,3.4,10.4,-1.1,55.0,37.0,45.5,7.5,78.1,0.9,2.4,22881,2018,12,20
354,11.198725734331912,5.6,9.8,0.4,69.0,44.0,40.1,3.2,33.3,1.1,2.6,23422,2018,12,21
355,1.0383460698983473,6.9,12.4,2.9,81.0,56.0,48.9,7.8,81.3,1.5,3.6,17127,2018,12,22
356,-0.06327458608874714,2.4,7.5,-3.4,48.0,27.0,43.0,8.3,86.5,2.9,5.7,13601,2018,12,23
357,-1.1648952420758416,-2.3,3.1,-5.9,21.0,11.0,35.9,8.8,91.7,1.6,3.6,16579,2018,12,24
358,11.412682458191252,0.6,5.2,-4.0,35.0,20.0,53.4,3.1,32.3,1.2,2.7,12437,2018,12,25
359,-0.06327458608874714,-1.5,3.0,-7.1,49.0,26.0,40.8,8.3,86.5,2.8,4.5,17112,2018,12,26
360,-0.9350199998713027,-10.1,-6.5,-12.5,26.0,9.0,28.3,8.7,90.6,3.5,5.8,11325,2018,12,27
361,-0.9350199998713027,-10.5,-6.6,-14.4,33.0,13.0,33.0,8.7,90.6,2.5,4.4,10445,2018,12,28
362,-0.9350199998713027,-7.6,-3.0,-10.5,36.0,9.0,29.0,8.7,90.6,2.9,5.5,8083,2018,12,29
363,-0.9350199998713027,-6.8,-0.9,-11.3,30.0,15.0,35.9,8.7,90.6,1.2,3.1,7864,2018,12,30
364,-0.06327458608874714,-5.4,-0.5,-10.5,45.0,29.0,39.6,8.3,86.5,1.2,3.4,11911,2018,12,31
365,-2.6648285207791886,-5.0,-0.6,-8.2,35.0,22.0,49.5,7.5,78.1,2.1,4.3,8601,2019,1,1
366,-5.311901798817253,-4.9,0.2,-8.8,31.0,19.0,42.8,8.7,90.6,1.7,3.6,14360,2019,1,2
367,-5.168635133710463,-3.5,3.2,-8.4,36.0,21.0,38.8,8.7,89.7,1.4,2.9,16344,2019,1,3
368,5.3400653867157875,-1.1,4.1,-6.2,56.0,36.0,55.5,3.9,40.2,1.2,3.0,17308,2019,1,4
369,-4.954678409851123,-2.8,1.1,-5.5,62.0,37.0,40.3,8.6,88.7,2.2,4.3,12380,2019,1,5
370,-2.9813123400814767,-2.8,2.7,-6.3,44.0,19.0,35.0,7.7,79.4,1.2,3.2,11094,2019,1,6
371,-1.4517782363757075,-1.9,3.1,-6.2,50.0,30.0,46.4,7.0,72.2,1.4,4.7,16795,2019,1,7
372,-5.168635133710463,-3.5,0.5,-7.2,39.0,17.0,31.0,8.7,89.7,2.6,6.5,15833,2019,1,8
373,-2.3235236501582612,-4.7,1.3,-9.4,44.0,19.0,28.8,7.4,76.3,1.3,3.5,15819,2019,1,9
374,7.147230287661693,-0.6,3.0,-4.5,54.0,29.0,48.8,3.1,31.6,1.3,3.8,17894,2019,1,10
375,-1.1104733657547765,2.4,7.2,-0.4,70.0,46.0,58.8,6.9,70.4,1.0,2.6,19271,2019,1,11
376,0.8469741856696711,2.8,8.0,-0.6,93.0,64.0,47.6,6.0,61.2,1.3,3.5,14519,2019,1,12
377,-4.811411744744333,1.2,7.6,-3.0,102.0,67.0,54.3,8.6,87.8,1.4,3.2,11751,2019,1,13
378,13.003654423589838,1.4,5.3,-2.4,158.0,112.0,68.6,0.4,4.1,0.9,2.5,14818,2019,1,14
379,0.0,-1.7,2.6,-7.2,130.0,79.0,58.8,4.7,47.5,2.7,6.1,14761,2019,1,15
380,0.0,-5.2,-1.1,-10.1,45.0,16.0,45.9,8.6,86.9,2.3,4.3,15823,2019,1,16
381,0.0,-0.3,4.0,-3.2,40.0,19.0,45.8,8.7,87.9,1.7,5.0,17960,2019,1,17
382,-4.454188355778204,0.6,6.7,-4.6,49.0,29.0,44.0,8.5,85.9,1.3,4.5,18901,2019,1,18
383,7.622899290415967,3.6,8.5,0.0,90.0,58.0,59.8,2.9,29.3,1.2,3.0,14883,2019,1,19
384,-4.952791862249427,-1.4,4.0,-5.5,62.0,30.0,38.5,8.8,88.0,3.2,5.5,11191,2019,1,20
385,0.0,-1.2,4.2,-6.7,42.0,20.0,57.8,1.0,10.0,1.6,4.3,17240,2019,1,21
386,-4.31092169067141,1.7,7.1,-3.3,62.0,26.0,62.0,8.5,85.0,1.7,4.4,19885,2019,1,22
387,-4.52487841453075,2.0,7.0,-0.8,71.0,42.0,48.9,8.6,86.0,2.3,5.1,19163,2019,1,23
388,-4.809525197142637,0.1,6.5,-4.6,38.0,19.0,34.9,8.8,87.1,1.7,3.5,20057,2019,1,24
389,-4.595568473283301,-1.2,2.6,-3.8,40.0,18.0,27.6,8.7,86.1,2.6,5.5,18159,2019,1,25
390,-4.809525197142637,-2.5,2.4,-6.5,38.0,17.0,30.9,8.8,87.1,2.4,4.4,13203,2019,1,26
391,-0.2527599227157271,-0.1,5.1,-6.6,37.0,19.0,52.5,6.7,65.7,1.7,3.7,12440,2019,1,27
392,0.0,1.2,4.5,-2.4,75.0,21.0,40.4,8.7,85.3,3.1,6.8,17317,2019,1,28
393,-4.46822032652171,-0.2,7.0,-5.6,61.0,19.0,35.5,8.7,85.3,1.5,3.7,19477,2019,1,29
394,-2.249060496202322,1.8,6.6,-2.8,56.0,27.0,54.6,7.7,74.8,1.5,3.8,20677,2019,1,30
395,6.76005640960686,-2.0,2.3,-6.2,65.0,20.0,29.0,3.4,33.0,2.9,4.7,17649,2019,1,31
396,0.3,-2.1,2.8,-7.4,37.0,16.0,47.6,5.7,55.3,1.7,4.9,17696,2019,2,1
397,0.0,1.4,6.1,-3.2,54.0,31.0,60.0,1.6,15.5,1.0,1.8,13742,2019,2,2
398,16.0,3.3,4.9,2.0,37.0,24.0,92.9,0.0,0.0,1.7,4.0,2010,2019,2,3
399,-3.6016689637804618,-0.6,3.0,-3.3,70.0,34.0,40.4,8.6,82.7,2.1,4.9,8562,2019,2,4
400,-1.8263410995249565,2.8,10.1,-3.6,72.0,24.0,37.1,7.8,74.3,1.0,2.9,9119,2019,2,5
401,7.467422588896115,5.1,9.3,0.1,85.0,29.0,54.9,3.3,31.4,1.3,3.1,13694,2019,2,6
402,0.5,-2.1,6.3,-8.2,61.0,29.0,45.5,8.7,82.9,3.5,5.5,14533,2019,2,7
403,-2.9349777408838023,-6.1,-1.3,-10.2,29.0,15.0,31.5,8.4,79.2,2.3,4.7,14782,2019,2,8
404,-4.780995663891858,-5.4,-1.9,-8.6,32.0,15.0,30.0,9.3,87.7,2.7,4.9,11760,2019,2,9
405,9.757272477968048,-5.0,-1.9,-9.1,39.0,20.0,31.3,2.2,20.8,1.7,3.6,9759,2019,2,10
406,-4.867604240989603,-3.0,2.0,-7.5,35.0,20.0,34.9,9.4,87.9,2.3,4.9,16881,2019,2,11
407,0.0,-0.6,3.7,-4.1,53.0,33.0,35.5,8.5,79.4,1.9,4.3,18862,2019,2,12
408,-4.455609311616126,-2.1,2.5,-5.7,34.0,18.0,26.6,9.2,86.0,2.4,5.1,18411,2019,2,13
409,-4.328261164854535,-0.5,6.3,-5.9,43.0,21.0,24.3,9.2,85.2,1.4,3.2,19376,2019,2,14
410,2.2,-0.8,0.9,-2.9,36.0,24.0,72.8,0.0,0.0,1.9,4.0,9213,2019,2,15
411,0.2,-2.7,1.5,-5.1,56.0,44.0,59.0,8.8,80.7,2.6,4.6,12641,2019,2,16
412,-5.405060769522983,-1.8,4.6,-6.8,32.0,22.0,47.4,9.8,89.9,1.9,4.2,13390,2019,2,17
413,3.0239734904872915,0.9,5.9,-4.7,36.0,22.0,43.5,5.6,51.4,1.3,2.8,19916,2019,2,18
414,4.6,1.4,3.0,0.2,38.0,28.0,80.8,0.6,5.5,1.4,3.9,11689,2019,2,19
415,0.0,1.7,4.5,-0.1,52.0,42.0,67.8,2.2,20.0,2.1,4.1,19572,2019,2,20
416,-4.881636211733106,2.4,9.0,-2.6,74.0,60.0,59.4,9.6,87.3,1.5,3.4,20995,2019,2,21
417,-4.556249859457374,4.0,10.8,-1.6,65.0,49.0,56.1,9.5,85.6,1.5,3.7,21727,2019,2,22
418,-3.7640970374008162,6.8,14.5,0.5,46.0,32.0,41.0,9.1,82.0,1.1,2.9,23742,2019,2,23
419,-5.419092740266482,6.3,13.7,1.2,52.0,39.0,45.0,10.0,89.3,1.8,4.9,21933,2019,2,24
420,-1.4742471483288853,4.7,10.2,1.3,78.0,57.0,55.8,8.0,71.4,2.3,4.8,23445,2019,2,25
421,-4.428901712695787,5.2,12.0,-1.5,47.0,25.0,32.8,9.5,84.8,1.6,4.9,28010,2019,2,26
422,-0.9826596272294132,7.8,14.0,4.7,59.0,39.0,31.3,7.8,69.0,1.6,4.3,28652,2019,2,27
423,-1.5767742437718333,6.6,12.8,2.0,76.0,50.0,39.5,8.1,71.7,2.0,4.7,27431,2019,2,28
