precipitation,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,days_of_week,month,day,temp_diff,sweat,cold,PCA_temp,PCA_wind
0.0,30.0,17.0,64.0,6.5,67.7,0,1,1,11.4,102.4,-19.6,0.6715283212637554,-0.12038846922117748
0.0,34.0,12.0,38.5,9.0,93.8,0,1,2,7.0,-53.9,-21.840000000000003,0.6991666847183621,0.10616772873198764
1.8674507683380952,39.0,14.0,45.0,5.5,56.7,0,1,3,7.1,-90.0,-18.2,0.722683527734461,-0.08500053878437032
3.832171332035429,40.0,23.0,51.4,4.6,47.4,0,1,4,8.700000000000001,15.419999999999998,-14.28,0.6604083447456649,-0.2557840247207626
0.0,30.0,17.0,52.8,8.6,88.7,0,1,5,7.800000000000001,-110.88,-28.71,0.7328826435343662,0.18848138857636426
0.0,25.0,14.0,54.6,9.1,93.8,1,1,6,10.1,-103.74,-28.799999999999997,0.7808819538951279,0.3078544511692485
13.750398742364299,41.0,13.0,49.9,0.18831290943413048,0.0,1,1,7,8.1,-419.16,-67.64999999999999,1.0035747889281863,0.6415937844826926
0.0,21.0,11.0,44.0,9.2,94.8,0,1,8,7.900000000000002,-470.79999999999995,-61.38,1.0627688131080484,0.29823293503553305
0.0,26.0,16.0,46.3,9.0,92.8,0,1,9,9.100000000000001,-347.25,-43.160000000000004,0.9657244314615298,0.20348453743320485
0.0,35.0,26.0,54.4,6.2,63.3,0,1,10,10.100000000000001,-146.88,-16.64,0.8043503777993343,-0.38322953639833457
13.852934137656884,47.0,33.0,62.1,0.0,0.0,0,1,11,5.6,-248.4,-18.24,0.7664697108146504,-0.1920612688819766
2.6,65.0,52.0,79.5,3.6,36.7,0,1,12,8.8,-39.75,-16.740000000000002,0.6863934318297517,-0.21949915549676885
0.0,104.0,50.0,80.3,6.1,62.2,1,1,13,11.3,666.49,-7.199999999999999,0.4281239093582277,0.024751007674798552
0.0,80.0,29.0,46.5,8.0,81.6,1,1,14,10.6,325.5,-8.28,0.4549776985902447,-0.08230972242280782
0.2,81.0,33.0,67.4,0.0,0.0,0,1,15,10.6,667.2600000000001,-2.0999999999999996,0.34873902187364714,0.2159192751911565
0.0,56.0,40.0,59.3,8.9,89.9,0,1,16,7.999999999999999,-41.51,-28.709999999999997,0.6934473661537028,0.21861009155271904
0.0,20.0,14.0,58.5,7.0,70.7,0,1,17,9.5,-76.05,-24.84,0.7348941967016237,-0.07346273981360625
0.3,36.0,18.0,64.3,2.5,25.3,0,1,18,9.299999999999999,12.86,-29.12,0.6742705462894414,0.5008165962599815
0.0,34.0,17.0,37.9,9.2,92.0,0,1,19,11.4,-7.58,-20.88,0.7419445594809114,-0.10448838157714849
0.0,46.0,27.0,37.8,8.9,89.0,1,1,20,13.7,268.37999999999994,-14.52,0.5144568381460418,-0.06551269599159212
13.852934137656884,47.0,29.0,64.4,0.0,0.0,1,1,21,4.5,450.80000000000007,5.75,0.3422475875142945,-0.09115670503200939
0.1,44.0,32.0,92.9,0.0,0.0,0,1,22,1.7999999999999998,613.14,8.16,0.30518911527325404,-0.2557840247207626
2.6423321015761925,13.0,9.0,66.0,5.3,52.5,0,1,23,7.3999999999999995,805.1999999999999,20.16,0.2126300980710996,0.4390101232582443
0.0,12.0,10.0,63.9,8.2,81.2,0,1,24,11.5,888.21,5.04,0.22685597570703267,-0.048715669560376554
0.0,23.0,15.0,62.0,7.6,75.2,0,1,25,10.9,861.8000000000001,5.699999999999999,0.21175599662774955,-0.18321428627277506
13.852934137656884,41.0,28.0,80.4,0.0,0.0,0,1,26,5.7,594.96,3.23,0.33784826270287605,-0.16552032105437195
0.0,41.0,20.0,47.6,8.4,82.4,1,1,27,8.3,309.40000000000003,-3.9600000000000004,0.43787164959597297,0.014110147491221942
9.032833414330419,35.0,18.0,52.3,2.3,22.5,1,1,28,11.1,73.21999999999998,-38.8,0.6528511281598472,0.6583908109139083
0.0,24.0,11.0,40.0,9.6,93.2,0,1,29,6.699999999999999,-196.0,-40.6,0.8287431500095394,0.4415785343571331
0.5,48.0,22.0,60.0,6.4,62.1,0,1,30,13.3,312.0,-20.25,0.5748045958929202,0.03449492907118758
0.0,55.0,30.0,57.0,6.7,65.0,0,1,31,12.5,495.9,-7.6,0.41878078540780767,-0.09384752139357186
11.947819961143079,72.0,38.0,74.5,1.1,10.7,0,2,1,11.8,707.75,-6.21,0.36780812096643484,0.23976940665719856
0.0,33.0,19.0,44.1,9.6,92.3,0,2,2,5.799999999999999,-105.84,-31.979999999999997,0.7159145408727465,0.39208439385067395
3.4,33.0,20.0,64.6,6.6,63.5,1,2,3,10.8,90.43999999999998,-20.680000000000003,0.656424686682959,-0.04781873077318899
0.0,26.0,16.0,50.1,9.6,92.3,1,2,4,8.1,35.07,-18.5,0.6440797268846568,0.07872984211719537
8.698119827244376,30.0,18.0,71.8,2.7,25.7,0,2,5,11.100000000000001,481.06,-10.56,0.4724993303763798,0.04244497289320161
14.030416895523421,64.0,38.0,80.4,0.1,1.0,0,2,6,5.2,763.8000000000001,9.46,0.2610339407623375,-0.03897174816398746
1.9222759558604103,89.0,54.0,67.0,6.0,57.1,0,2,7,10.3,515.9,-7.54,0.4103620097633865,0.153093458139558
0.0,28.0,18.0,43.6,9.6,90.6,0,2,8,5.6000000000000005,8.72,-18.36,0.6182325021763728,0.3345178042595268
0.0,24.0,16.0,51.9,9.7,91.5,0,2,9,10.8,243.93,-12.2,0.5464854716151355,-0.05845959095676566
12.831600249424353,34.0,23.0,75.1,0.7,6.5,1,2,10,8.7,540.72,-3.1500000000000004,0.40469285410452666,-0.08410359999718282
0.0,69.0,47.0,71.5,5.2,48.6,1,2,11,9.6,779.35,1.6900000000000002,0.29887167188739794,-0.3389946233523267
0.0,84.0,61.0,60.6,9.2,86.0,0,2,12,13.4,848.4,1.02,0.2586070566737643,-0.2380900595023595
0.0,86.0,64.0,50.6,9.3,86.1,0,2,13,14.9,804.5400000000001,1.5,0.2172909454123193,-0.23988393707673455
10.828286931495786,85.0,62.0,47.6,1.7,15.7,0,2,14,7.4,656.8800000000001,10.88,0.14962590306093237,-0.22039609428395637
5.5911302029588725,59.0,41.0,65.1,4.3,39.8,0,2,15,13.399999999999999,533.8199999999999,-20.8,0.46737656075270834,0.5345330543850864
8.64367034972279,23.0,14.0,57.9,2.8,25.7,0,2,16,5.7,-75.27,-22.400000000000002,0.6812832885476761,0.3769588397311596
0.0,45.0,12.0,44.1,9.8,89.9,1,2,17,5.2,-229.32000000000002,-52.0,0.8107629156150684,0.7381360596593961
0.0,43.0,15.0,44.9,9.9,90.8,1,2,18,10.2,-17.96,-32.86,0.7253363934530865,0.2610511270243518
0.0,46.0,25.0,66.9,8.9,80.9,0,2,19,16.0,595.4100000000001,-20.59,0.4784408071558803,0.20617535379476742
0.0,71.0,38.0,60.4,7.8,70.9,0,2,20,9.4,899.96,11.55,0.1567210294505998,-0.11949153043398907
0.0,75.0,44.0,66.6,9.7,87.4,0,2,21,12.7,1158.84,13.16,0.11251378032627811,0.17873746717997518
0.0,58.0,28.0,58.3,6.3,56.8,0,2,22,12.2,734.5799999999999,1.16,0.2617521541928691,0.25925724944997675
0.0,54.0,15.0,34.0,10.0,90.1,0,2,23,7.4,146.2,-8.99,0.5016979553929344,0.153093458139558
0.0,50.0,21.0,33.0,8.4,75.0,1,2,24,13.1,333.3,-5.4,0.39559190967041824,-0.23719312071517193
14.243433605948562,55.0,31.0,35.1,0.0,0.0,1,2,25,7.499999999999999,287.82,0.9799999999999999,0.35473597689751785,-0.34694466717434086
0.0,38.0,23.0,35.0,9.1,80.5,0,2,26,15.3,553.0,1.15,0.21746817210308217,-0.04692179198600157
0.0,18.0,11.0,48.6,10.3,91.2,0,2,27,11.899999999999999,787.3199999999999,14.62,0.14797628219192432,0.2725889259951159
0.0,23.0,14.0,49.0,2.6,23.0,0,2,28,7.6000000000000005,529.2,6.720000000000001,0.24730063075428063,-0.08410359999718282
67.5,15.0,11.0,91.0,0.0,0.0,0,3,1,8.5,819.0,1.75,0.3416027873751125,0.34426172565591606
5.541837635099224,10.0,6.0,75.9,4.7,41.2,0,3,2,6.7,523.71,0.38,0.40008424929041053,-0.14782635583596881
0.0,39.0,23.0,64.4,10.4,90.4,1,3,3,11.1,637.5600000000001,-2.16,0.3563785386340483,-0.24604010332437348
0.0,47.0,29.0,62.4,1.9,16.5,1,3,4,10.5,811.1999999999999,4.75,0.2375154379091809,-0.18321428627277506
0.0,44.0,26.0,70.3,10.5,91.3,0,3,5,13.2,1138.86,6.300000000000001,0.17080530525236823,-0.031021704341973416
7.758167663452931,32.0,19.0,69.5,3.6,31.0,0,3,6,8.399999999999999,806.1999999999999,10.56,0.2526171607823712,0.3070799176447347
0.0,22.0,13.0,62.9,9.6,82.8,0,3,7,10.1,767.3799999999999,5.88,0.26451265672611907,0.12565557152476584
0.0,42.0,26.0,60.3,10.8,92.3,0,3,8,12.4,838.17,2.7,0.2420902456174552,-0.08679441635874538
0.0,46.0,29.0,58.5,9.4,80.3,0,3,9,10.1,713.6999999999999,4.620000000000001,0.2595688575871176,-0.03897174816398746
0.0,94.0,65.0,61.8,10.2,87.2,1,3,10,15.400000000000002,1056.78,3.06,0.17922225314603302,-0.19295820766916413
0.0,119.0,87.0,50.8,7.9,66.9,1,3,11,12.400000000000002,868.6800000000001,8.46,0.123497554305623,-0.12218234679555165
14.45262981039581,66.0,45.0,57.0,0.1,0.8,0,3,12,7.7,849.3000000000001,15.840000000000002,0.11393775539263086,-0.021277782945584325
3.311748991444473,56.0,36.0,62.8,6.0,50.8,0,3,13,9.6,891.7599999999999,10.12,0.1716291598330695,-0.05666571338239052
0.0,83.0,59.0,71.4,8.2,68.9,0,3,14,9.799999999999999,1049.58,10.780000000000001,0.16307617731435825,-0.10090062642839837
1.7,89.0,64.0,68.8,2.7,22.7,0,3,15,10.6,1080.1599999999999,12.239999999999998,0.1300819195167001,0.04244497289320161
0.0,93.0,17.0,52.5,10.6,88.3,0,3,16,8.2,687.75,15.680000000000001,0.19075756058543838,0.20886617015633
0.0,99.0,19.0,44.9,10.7,89.2,1,3,17,15.7,785.75,3.24,0.17318410605644594,-0.10448838157714849
0.0,102.0,40.0,50.1,8.1,66.9,1,3,18,13.399999999999999,921.8399999999999,9.0,0.08565450784199218,-0.1487232946231563
0.0,67.0,23.0,47.9,8.8,72.7,0,3,19,8.799999999999999,967.5799999999999,25.080000000000002,-0.06221379332240762,-0.06551269599159212
14.633933074240241,29.0,13.0,74.6,0.0,0.0,0,3,20,7.299999999999999,1096.62,16.28,0.1211707441581012,-0.0920536438191968
0.3,43.0,31.0,65.9,2.9,23.8,0,3,21,5.5,566.74,12.4,0.29946622516393123,0.49029814133907856
0.0,35.0,17.0,55.3,11.1,91.0,0,3,22,10.0,613.8299999999999,3.5200000000000005,0.2904027333371772,0.35041789190355505
0.0,82.0,29.0,63.5,10.3,83.7,0,3,23,13.899999999999999,1041.3999999999999,6.25,0.17359420559604025,0.11411777255400166
0.15240799762668544,65.0,27.0,61.5,7.9,64.2,1,3,24,11.2,1039.35,13.68,0.1056534384930477,0.06013893811160475
0.0,69.0,31.0,68.5,9.7,78.9,1,3,25,12.2,1301.5,14.96,0.052993616618462955,-0.012430800336382716
1.3195111971450473,107.0,66.0,58.4,7.3,58.9,0,3,26,15.8,1203.04,6.72,0.05092650124998607,-0.33809768456513933
14.633933074240241,65.0,37.0,70.9,0.0,0.0,0,3,27,4.800000000000001,1063.5,25.5,0.054551798559106,0.03449492907118758
14.633933074240241,17.0,12.0,95.8,0.0,0.0,0,3,28,5.3,1245.3999999999999,25.41,0.14867124523690584,0.3247738828631378
1.7614013412856835,287.0,44.0,62.3,7.1,56.8,0,3,29,7.3,909.5799999999999,24.09,0.11993296662259459,0.3424678480815409
0.0,147.0,27.0,47.3,11.1,88.8,0,3,30,14.1,860.8599999999999,9.02,0.11068319330814527,0.005263164882020338
0.0,42.0,18.0,41.0,11.4,90.5,1,3,31,17.0,938.9,10.620000000000001,-0.013999635749829858,-0.2018051902783657
0.0,42.0,13.0,33.0,10.0,79.4,1,4,1,12.0,792.0,42.0,-0.144756488624538,0.38849663870192386
8.923548464982709,47.0,13.0,35.6,3.4,26.8,0,4,2,10.5,818.8000000000001,40.0,-0.140502421148797,0.3061829788575472
56.2,34.0,13.0,80.8,0.0,0.0,0,4,3,7.1,1454.3999999999999,33.79,-0.024700541888242316,0.27874509224275495
0.6,9.0,5.0,65.8,1.5,11.8,0,4,4,6.800000000000001,1039.64,28.8,0.06287739148125472,0.20001918754712847
0.0,20.0,10.0,47.9,12.0,93.8,0,4,5,13.9,924.47,12.96,0.06735552887944257,0.06013893811160475
0.0,39.0,20.0,50.9,10.6,82.8,0,4,6,9.799999999999999,977.28,23.5,-0.0074026441971569955,0.08757682472639698
0.0,57.0,32.0,47.5,11.9,92.2,1,4,7,12.299999999999999,968.9999999999999,20.25,-0.007497570713336267,0.15835268560000948
0.0,33.0,16.0,34.0,12.1,93.8,1,4,8,10.8,612.0,19.44,0.046168899641830706,0.16014656317438453
0.0,33.0,18.0,39.3,11.9,92.2,0,4,9,12.000000000000002,770.28,20.52,0.014600612574980172,0.16014656317438453
0.0,33.0,19.0,50.0,11.5,88.5,0,4,10,11.100000000000001,940.0,20.02,0.035194264416267426,0.04423885046757677
0.0,43.0,25.0,45.4,10.6,81.5,0,4,11,14.3,989.72,12.75,-0.027587856335907764,-0.19385514645635168
15.024432542531919,41.0,22.0,70.4,0.0,0.0,0,4,12,5.9,1253.1200000000001,28.56,-0.021533511360061503,0.015904025065596943
9.941061847237345,14.0,8.0,74.0,2.9,22.1,0,4,13,7.8,999.0,21.090000000000003,0.15103542403493297,0.3372086206210896
0.0,27.0,15.0,58.5,12.4,94.7,1,4,14,10.200000000000001,778.0500000000001,8.99,0.21143168485055294,0.29464517988678307
0.0,48.0,24.0,62.3,11.1,84.1,1,4,15,12.0,1140.09,13.23,0.07143054191366448,-0.048715669560376554
8.569919352933677,73.0,18.0,60.0,3.7,28.0,0,4,16,6.700000000000001,888.0,21.06,0.09371309498207073,0.13270867655959237
8.916669157332185,82.0,16.0,56.6,3.5,26.5,0,4,17,8.6,826.36,15.600000000000001,0.14399793946778883,0.2565664330884142
0.0,31.0,13.0,64.3,11.9,89.5,0,4,18,9.700000000000001,983.79,17.919999999999998,0.13708743472875867,0.24425410059313626
0.0,50.0,21.0,65.3,12.1,91.0,0,4,19,13.599999999999998,1266.82,13.92,0.05733546752105664,0.024751007674798552
0.0,73.0,35.0,55.1,11.0,82.1,0,4,20,13.9,1212.2,15.389999999999999,-0.03517895398441655,-0.10359144278996099
0.0,72.0,35.0,43.1,11.1,82.8,1,4,21,17.9,1215.42,18.540000000000003,-0.19024071168562798,-0.13987631201395478
0.0,75.0,39.0,37.9,2.6,19.4,1,4,22,11.399999999999999,1042.25,40.25,-0.2784436757633844,0.05218889428959072
0.0,42.0,22.0,41.4,0.3,2.2,0,4,23,4.699999999999999,898.38,54.400000000000006,-0.19750426183967368,0.35041789190355505
0.0,22.0,11.0,43.0,1.6,11.9,0,4,24,6.899999999999999,954.6,41.31,-0.1730272777472795,0.10706466751917519
0.0,23.0,13.0,50.0,11.5,84.6,0,4,25,11.4,1200.0,34.02,-0.1586205179190708,0.1424525979559814
0.0,27.0,13.0,51.8,9.2,67.6,0,4,26,8.3,1067.08,31.980000000000004,-0.08962119563578934,0.03539186785837516
14.165486393180833,31.0,14.0,62.4,0.5,3.7,0,4,27,7.5,1248.0,28.749999999999996,-0.07515887360636132,0.015007086278409364
11.257754864019425,63.0,23.0,64.1,2.2,16.2,1,4,28,7.0,1166.62,26.88,-0.0259775997818598,0.015904025065596943
7.538647355377995,67.0,21.0,54.1,4.4,32.1,1,4,29,9.200000000000001,1087.41,25.07,-0.045969219429890094,0.13886484280723124
13.156950426566027,35.0,16.0,81.8,1.1,8.0,0,4,30,6.0,1194.28,20.639999999999997,0.0896882448536484,0.05129195550240322
8.0,27.0,14.0,80.8,1.2,8.7,0,5,1,6.800000000000001,1236.24,22.950000000000003,0.09623889691573288,0.20438147622039232
1.7,14.0,6.0,67.9,10.8,78.3,0,5,2,11.399999999999999,1269.73,22.63,0.043978375989903194,0.19027526615073936
0.0,34.0,18.0,56.4,11.6,84.1,0,5,3,11.9,1144.92,17.64,-0.01015035247511261,-0.031021704341973416
15.414932010823598,30.0,17.0,82.6,0.0,0.0,0,5,4,4.4,1305.08,23.94,0.008657224087873925,-0.03986868695117503
0.0,43.0,11.0,64.4,11.5,82.7,1,5,5,8.099999999999998,1184.96,36.050000000000004,-0.009414197364414578,0.38849663870192386
0.0,71.0,17.0,46.4,10.6,76.3,1,5,6,15.200000000000001,1071.8400000000001,18.96,-0.05682401791666597,0.1663027294220235
5.479162161939257,316.0,51.0,60.3,5.9,42.4,0,5,7,6.5,1037.1599999999999,36.379999999999995,-0.006444498785316312,0.3699057346963331
0.4840524987362915,493.0,67.0,66.1,8.9,63.6,0,5,8,12.1,1388.1,30.26,-0.027351327985563733,0.5203044390527597
0.0,51.0,10.0,51.3,13.0,92.9,0,5,9,11.8,1118.34,35.0,-0.06825733970741445,0.4946604300123426
15.414932010823598,22.0,10.0,67.9,0.0,0.0,0,5,10,2.9000000000000004,991.34,21.06,0.02650308369435638,-0.16641725984155945
0.0,21.0,9.0,48.9,13.2,93.6,0,5,11,16.299999999999997,1256.73,25.380000000000003,-0.14156463183059861,0.08937070230077206
0.0,21.0,10.0,39.5,11.0,78.0,1,5,12,10.8,1094.1499999999999,37.18,-0.3046635474039081,-0.11859459164680146
0.0,44.0,23.0,54.4,12.8,90.8,1,5,13,13.0,1610.24,31.540000000000003,-0.3345427653299413,-0.13013239061756565
0.0,54.0,26.0,60.3,10.8,76.1,0,5,14,12.8,1857.24,30.599999999999998,-0.3815764513621388,-0.15846721601954547
15.0,56.0,34.0,79.5,0.5,3.5,0,5,15,5.399999999999999,2082.9,35.36,-0.33800694324452146,-0.22039609428395637
66.9,7.0,4.0,97.6,0.0,0.0,0,5,16,6.0,2030.08,37.0,-0.1512086426257799,-0.0008930013656186134
3.1,14.0,5.0,93.0,0.0,0.0,0,5,17,2.5,1553.1,22.72,-0.05644622355955413,-0.2832219113355548
0.0,30.0,14.0,70.5,8.4,58.7,0,5,18,10.9,1727.25,23.119999999999997,-0.1736665946341925,-0.14077325080114234
0.0,34.0,18.0,52.3,13.2,92.3,1,5,19,14.200000000000001,1391.18,22.32,-0.20799355648353673,-0.13102932940475318
15.414932010823598,25.0,13.0,59.8,0.0,0.0,1,5,20,7.299999999999999,1369.4199999999998,39.0,-0.19013872603697102,0.15835268560000948
13.925913145836923,13.0,7.0,86.5,0.9,6.3,0,5,21,4.0,1574.3,24.139999999999997,-0.08293824840702012,-0.167314198628747
0.2,27.0,13.0,69.3,12.7,88.2,0,5,22,10.0,1649.34,34.5,-0.17655416095240584,0.15835268560000948
0.0,37.0,22.0,64.4,6.0,41.7,0,5,23,10.8,1616.4400000000003,24.310000000000002,-0.20954293549779496,-0.11423230297353766
0.4385804368545365,120.0,23.0,61.0,9.1,63.2,0,5,24,8.100000000000001,1494.5,44.28,-0.22806581646909252,0.1424525979559814
4.937350478395276,111.0,23.0,72.3,6.4,44.1,0,5,25,7.4,1395.39,38.080000000000005,-0.057913134485530406,0.39465280494956284
6.725548977909391,47.0,15.0,58.5,5.3,36.6,1,5,26,11.5,1345.5,33.35,-0.13016718676699598,0.25925724944997675
14.603556031343578,42.0,17.0,83.0,0.5,3.4,1,5,27,4.799999999999999,1552.1,38.92,-0.08257100077020016,0.12565557152476584
12.303161186876881,42.0,20.0,86.0,1.9,13.1,0,5,28,7.299999999999999,1694.2,32.24,-0.06907413515563812,0.07077979829518144
0.3,21.0,11.0,79.8,3.9,26.9,0,5,29,6.300000000000001,1524.18,28.160000000000004,-0.0682967879792238,-0.11859459164680146
18.1,25.0,12.0,73.0,11.6,79.5,0,5,30,15.5,1919.9,22.680000000000003,-0.16539482011935588,0.20784682610646874
12.15357136961316,33.0,17.0,78.9,2.0,13.7,0,5,31,7.300000000000001,1877.8200000000002,29.7,-0.2272007698226749,-0.21065217288756727
12.709517378458914,39.0,21.0,74.6,1.9,13.0,0,6,1,7.999999999999998,1782.9399999999998,34.980000000000004,-0.22441369722975932,0.03180411270962508
0.0,53.0,28.0,64.4,11.9,81.5,1,6,2,13.099999999999998,1912.68,34.86000000000001,-0.33943997310780666,-0.06640963477877969
15.474538398007127,33.0,19.0,80.8,0.2,1.4,1,6,3,8.1,1834.1599999999999,26.28,-0.1798966743774424,0.14322713148049518
0.0,28.0,11.0,69.4,10.9,74.7,0,6,4,10.3,1637.8400000000001,38.57,-0.16653592734477624,0.21502233640396895
2.177486368509003,45.0,21.0,68.1,8.4,57.1,0,6,5,8.7,1750.1699999999998,56.099999999999994,-0.2673256949097494,0.24515103938032373
2.3270761857727233,60.0,31.0,69.6,8.3,56.5,0,6,6,9.8,1962.7199999999998,40.48,-0.3421805382964354,-0.10974760903759993
15.324948580743406,38.0,17.0,71.5,0.3,2.0,0,6,7,4.600000000000001,1716.0,32.98,-0.2815515725456826,-0.2469370421115611
4.2807212258409155,41.0,23.0,69.6,7.1,48.3,0,6,8,10.7,2053.2,31.96,-0.37018075009244333,-0.22039609428395637
0.0,40.0,23.0,59.1,9.9,67.3,1,6,9,12.100000000000001,1867.5600000000002,31.200000000000003,-0.43131316601876124,-0.2566809635079501
6.1,54.0,33.0,68.5,1.3,8.8,1,6,10,9.3,2041.3,45.1,-0.41158830028225346,0.03180411270962508
4.6,21.0,13.0,84.5,1.8,12.2,0,6,11,4.5,2061.7999999999997,55.71999999999999,-0.29765637235479164,0.16989048457077366
0.0,20.0,12.0,74.6,9.1,61.9,0,6,12,12.0,2252.9199999999996,32.76,-0.37823767739546404,-0.17526424245076103
0.0,32.0,19.0,72.6,10.2,69.4,0,6,13,8.8,2156.22,41.8,-0.4142858456544095,-0.10269450400277345
0.0,39.0,25.0,68.8,8.3,56.1,0,6,14,11.3,2077.7599999999998,39.69,-0.39461836986987736,-0.1106445478247875
1.9,25.0,17.0,79.1,1.6,10.8,0,6,15,3.8000000000000007,2001.23,49.449999999999996,-0.3412115103369061,-0.08230972242280782
0.0,9.0,5.0,59.9,11.5,77.7,1,6,16,8.599999999999998,1731.11,73.08,-0.39090694897096284,0.31861771661549887
15.324948580743406,15.0,9.0,71.4,0.3,2.0,1,6,17,5.399999999999999,1785.0000000000002,47.04,-0.30589418185008804,-0.09025976624482175
15.805431479115276,15.0,11.0,92.1,0.0,0.0,0,6,18,2.3999999999999986,1970.9399999999998,47.5,-0.23190995231893796,-0.05397489702082803
0.0,39.0,26.0,74.0,10.5,70.9,0,6,19,9.899999999999999,2027.6,31.5,-0.3124876018580975,-0.19295820766916413
0.0,46.0,30.0,73.3,10.7,72.3,0,6,20,11.399999999999999,2125.7,49.28,-0.34021374873955756,0.2672072932719908
0.0,40.0,24.0,67.0,11.1,75.0,0,6,21,9.3,1909.5,42.24,-0.3634100194368216,-0.03897174816398746
4.824631017374205,20.0,13.0,67.9,6.8,45.9,0,6,22,8.900000000000002,1941.9400000000003,41.37,-0.36111534655808386,0.2255407913248718
4.17870157844826,17.0,11.0,70.5,7.2,48.6,1,6,23,9.099999999999998,1966.9499999999998,45.12,-0.3363196178976112,0.12206781637601569
6.596972793597965,27.0,19.0,71.1,5.7,38.5,1,6,24,9.5,1990.7999999999997,35.15,-0.3410825348443371,-0.11243842539916253
0.1376784043385122,36.0,24.0,69.0,9.7,65.5,0,6,25,10.0,2035.5,39.0,-0.38532549278210626,-0.06730657356596718
4.5,20.0,14.0,78.5,2.3,15.5,0,6,26,6.800000000000001,2095.95,35.82,-0.3410789632996737,-0.21949915549676885
38.2,18.0,13.0,72.1,8.1,54.7,0,6,27,11.0,2220.68,39.6,-0.40957309161348315,0.20694988731928113
0.1,22.0,15.0,76.4,2.2,14.9,0,6,28,8.2,2230.88,39.9,-0.39602431929921444,-0.1389793732267673
8.0,27.0,19.0,78.6,4.2,28.6,0,6,29,7.099999999999998,2232.24,38.34,-0.3928234916651918,-0.15757027723235792
6.0,34.0,23.0,77.9,4.0,27.2,1,6,30,7.800000000000001,2243.5200000000004,27.3,-0.3986825843132598,-0.2947597103063189
0.0,32.0,23.0,70.9,8.2,55.8,1,7,1,9.600000000000001,2197.9,38.519999999999996,-0.4546903189083008,-0.15757027723235792
0.0,23.0,16.0,64.1,7.4,50.3,0,7,2,8.2,2038.3799999999999,54.28,-0.5022684792680813,-0.11769765285961403
60.0,12.0,7.0,80.0,0.9,6.1,0,7,3,6.099999999999998,2056.0,70.56,-0.32287133930864026,0.33631168183390203
16.195930947406953,6.0,4.0,96.8,0.0,0.0,0,7,4,3.3000000000000007,2236.08,45.54,-0.27967804966792625,0.006160103669207838
0.0,19.0,10.0,80.3,0.9,6.1,0,7,5,6.799999999999997,2160.0699999999997,28.14,-0.3521988558609144,-0.28501578890992996
